컨텐츠 아이디,공원 명,지번주소 코드,지번주소,도로명주소 코드,도로명주소,X좌표(LNG),Y좌표(LAT),컨텐츠상세필드명1,컨텐츠상세명11,컨텐츠상세필드명12,컨텐츠상세명12,컨텐츠상세필드명13,컨텐츠상세명13,컨텐츠상세필드명14,컨텐츠상세명14,컨텐츠상세필드명15,컨텐츠상세명15,컨텐츠상세필드명16,컨텐츠상세명16,컨텐츠상세필드명17,컨텐츠상세명17,컨텐츠상세필드명18,컨텐츠상세명18,컨텐츠상세필드명19,컨텐츠상세명19,컨텐츠상세필드명20,컨텐츠상세명20
영등포구-도리미소공원-1,도리미소공원,1.16E+18,서울특별시 영등포구 도림동 144-185,,서울특별시 영등포구 도림로112길 18,126.9019444,37.50916667,공원명,,,,,,,,,,,,,,,,,,,
관악구-관악구민운동장-2,관악구민운동장,,서울특별시 관악구 봉천동 산 53-3,,서울특별시 관악구 낙성대로 40-1,126.9574722,37.47458333,공원명,,,,,,,,,,,,,,,,,,,
관악구-관악산 낙성대야외놀이마당-1,관악산 낙성대야외놀이마당,,서울특별시 관악구 봉천동 291-1,,서울특별시 관악구 낙성대로3길 26,126.9596111,37.47402778,공원명,,,,,,,,,,,,,,,,,,,
강북구-논골어린이공원-1,논골어린이공원,,서울특별시 강북구 번동 417-15,1.13E+21,서울특별시 강북구 덕릉로41길 92,127.0280467,37.63839151,공원명,,,,,,,,,,,,,,,,,,,
관악구-교체 어린이공원-1,교체 어린이공원,,서울특별시 관악구 봉천동 196-197,,서울특별시 관악구 낙성대역14가길 10,126.9640556,37.47327778,공원명,,,,,,,,,,,,,,,,,,,
강남구-삼성목련공원-1,삼성목련공원,1.17E+18,서울특별시 강남구 삼성동 55-1,,서울특별시 강남구 삼성로120길 48,127.0541218,37.51866779,공원명,,,,,,,,,,,,,,,,,,,
관악구-상록 어린이공원-1,상록 어린이공원,1.16E+18,서울특별시 관악구 남현동 602-203,,서울특별시 관악구 승방3나길 11,126.9804722,37.47277778,공원명,,,,,,,,,,,,,,,,,,,
관악구-청룡 어린이공원-1,청룡 어린이공원,,서울특별시 관악구 봉천동 1557-33,,서울특별시 관악구 청룡12길 17-9,126.9447222,37.47763889,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원 난지지구-2,한강시민공원 난지지구,1.14E+18,서울특별시 마포구 상암동 482-225,,,126.8831111,37.56377778,공원명,,,,,,,,,,,,,,,,,,,
강남구-선정릉공원-1,선정릉공원,1.17E+18,서울특별시 강남구 삼성동 133,,서울특별시 강남구 선릉로100길 1,127.047,37.50791667,공원명,,,,,,,,,,,,,,,,,,,
양천구-안양천체육공원-1,안양천체육공원,1.15E+18,서울특별시 양천구 목동 409-379,,서울특별시 양천구 안양천로 1026,126.8883333,37.53361111,공원명,,,,,,,,,,,,,,,,,,,
양천구-안양천체육공원-10,안양천체육공원,1.16E+18,서울특별시 영등포구 양평동 28-1,,,126.8863889,37.53972222,공원명,,,,,,,,,,,,,,,,,,,
관악구-장군봉 근린공원-2,장군봉 근린공원,,서울특별시 관악구 봉천동 산 151-15,,,126.9369444,37.48055556,공원명,,,,,,,,,,,,,,,,,,,
강북구-오얏골어린이공원-1,오얏골어린이공원,1.13E+18,서울특별시 강북구 번동 228,,서울특별시 강북구 한천로115길 20,127.034487,37.63391942,공원명,,,,,,,,,,,,,,,,,,,
영등포구-차없는거리-3,차없는거리,1.16E+18,서울특별시 영등포구 문래동3가 80,,서울특별시 영등포구 문래로 95,126.8939912,37.52019007,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-월드컵공원-22,월드컵공원,,서울특별시 마포구 상암동 481-72,,서울특별시 마포구 하늘공원로 95,126.8829167,37.56919444,공원명,,,,,,,,,,,,,,,,,,,
동부녹지-보라매공원-7,보라매공원,,서울특별시 동작구 신대방동 395,,서울특별시 동작구 여의대방로20길 33,126.9177778,37.49197222,공원명,,,,,,,,,,,,,,,,,,,
영등포구-안양천고수부지-6,안양천고수부지,1.16E+18,서울특별시 양천구 목동 411-27,,,126.8892008,37.53033938,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-월드컵공원-1,월드컵공원,,서울특별시 마포구 상암동 1538,,,126.8833333,37.5745,공원명,,,,,,,,,,,,,,,,,,,
관악구-장군봉배수지근린공원-1,장군봉배수지근린공원,,서울특별시 관악구 봉천동 산 151-139,,서울특별시 관악구 장군봉길 92-40,126.9369167,37.48005556,공원명,,,,,,,,,,,,,,,,,,,
서초구-당골공원-1,당골어린이공원,1.17E+18,서울특별시 서초구 서초동 1436-6,,서울특별시 서초구 효령로68길 49-3,127.0226904,37.48543581,공원명,,,,,,,,,,,,,,,,,,,
시설관리공단-어린이대공원-11,어린이대공원,1.12E+18,서울특별시 광진구 능동 18,,서울특별시 광진구 능동로 216,127.0805556,37.54777778,공원명,,,,,,,,,,,,,,,,,,,
양천구-오목근린공원-1,오목근린공원,,서울특별시 양천구 목동 921,,서울특별시 양천구 목동서로 159-2,126.8738189,37.52773505,공원명,,,,,,,,,,,,,,,,,,,
도봉구-반딧불이유아숲체험장-1,반딧불이유아숲체험장,1.13E+18,서울특별시 도봉구 창동 677,,,127.0400654,37.64917841,공원명,,,,,,,,,,,,,,,,,,,
강남구-독골근린공원-1,독골근린공원,,서울특별시 강남구 도곡동 461,,서울특별시 강남구 남부순환로378길 29,127.046869,37.48481218,공원명,,,,,,,,,,,,,,,,,,,
강남구-도곡까치어린이공원-2,도곡까치어린이공원,1.17E+18,서울특별시 강남구 도곡동 455,,서울특별시 강남구 논현로26길 34,127.0450556,37.48316667,공원명,,,,,,,,,,,,,,,,,,,
강남구-도곡까치어린이공원-1,도곡까치어린이공원,1.17E+18,서울특별시 강남구 도곡동 455,,서울특별시 강남구 논현로26길 34,127.0450556,37.48316667,공원명,,,,,,,,,,,,,,,,,,,
도봉구-초안산근린공원-1,초안산근린공원,1.13E+18,서울특별시 도봉구 창동 산 48-16,,,127.0401076,37.64922139,공원명,,,,,,,,,,,,,,,,,,,
구로구-안양천둔치공원-4,안양천둔치공원,1.15E+18,서울특별시 구로구 신도림동 271-64,,,126.8797222,37.51416667,공원명,,,,,,,,,,,,,,,,,,,
관악구-무궁화 어린이공원-1,무궁화 어린이공원,,서울특별시 관악구 신림동 646-51,,서울특별시 관악구 난곡로26길 71,126.9236111,37.46973611,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(뚝섬지구)-7,한강시민공원(뚝섬지구),1.12E+18,서울특별시 광진구 자양동 410-1,,,127.0760111,37.52850333,공원명,,,,,,,,,,,,,,,,,,,
도봉구-초안산근린공원-3,초안산근린공원,,서울특별시 도봉구 창동 산 24,,서울특별시 도봉구 해등로3길 48-11,127.0404542,37.64908303,공원명,,,,,,,,,,,,,,,,,,,
관악구-관악산 하늘공원-1,관악산 하늘공원,,서울특별시 관악구 신림동 336-8,,서울특별시 관악구 난곡로26길 135,126.9262222,37.46827778,공원명,,,,,,,,,,,,,,,,,,,
양천구-안양천체육공원-6,안양천체육공원,1.15E+18,서울특별시 양천구 신정동 871-3,,서울특별시 양천구 안양천로 812,126.877795,37.51775559,공원명,,,,,,,,,,,,,,,,,,,
강남구-대치동 가로쉼터-1,대치동 가로쉼터,1.17E+18,서울특별시 강남구 대치동 670,,서울특별시 강남구 선릉로 206,127.0561346,37.49407955,공원명,,,,,,,,,,,,,,,,,,,
도봉구-초안산세대공감공원-1,초안산세대공감공원,,서울특별시 도봉구 창동 산 183,1.13E+21,서울특별시 도봉구 덕릉로 334-19,127.04675,37.64394444,공원명,,,,,,,,,,,,,,,,,,,
강서구-염창산공원-1,염창산공원,1.15E+18,서울특별시 강서구 염창동 300,,서울특별시 강서구 양천로63길 38,126.8671328,37.557899,공원명,,,,,,,,,,,,,,,,,,,
도봉구-초안산근린공원-2,초안산근린공원,1.13E+18,서울특별시 도봉구 창동 350,,서울특별시 도봉구 해등로 49,127.0418015,37.64844382,공원명,,,,,,,,,,,,,,,,,,,
양천구-안양천체육공원-8,안양천체육공원,1.15E+18,서울특별시 양천구 신정동 871-4,,,126.8777778,37.51694444,공원명,,,,,,,,,,,,,,,,,,,
도봉구-초안산근린공원-5,초안산근린공원,1.13E+18,서울특별시 도봉구 창동 345,,서울특별시 도봉구 해등로 71,127.0413737,37.64888831,공원명,,,,,,,,,,,,,,,,,,,
강남구-대치까치공원-1,대치까치공원,1.17E+18,서울특별시 강남구 대치동 1014-3,,서울특별시 강남구 도곡로78길 22,127.0590833,37.49694444,공원명,,,,,,,,,,,,,,,,,,,
관악구-난곡어린이공원-1,난곡어린이공원,,서울특별시 관악구 신림동 1563-50,,서울특별시 관악구 미성5길 20-4,126.9152778,37.47408333,공원명,,,,,,,,,,,,,,,,,,,
중랑구-봉화어린이공원(중화)-1,봉화어린이공원(중화),1.13E+18,서울특별시 중랑구 중화동 300-49,,서울특별시 중랑구 동일로123길 49,127.077375,37.59812854,공원명,,,,,,,,,,,,,,,,,,,
시설관리공단-어린이대공원-8,어린이대공원,1.12E+18,서울특별시 광진구 능동 18,,서울특별시 광진구 능동로 216,127.082,37.54927778,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(뚝섬지구)-3,한강시민공원(뚝섬지구),1.12E+18,서울특별시 광진구 자양동 410-1,,,127.0766031,37.52738777,공원명,,,,,,,,,,,,,,,,,,,
양천구-안양천체육공원-9,안양천체육공원,1.15E+18,서울특별시 구로구 신도림동 271-64,,,126.878,37.51527778,공원명,,,,,,,,,,,,,,,,,,,
시설관리공단-어린이대공원-10,어린이대공원,1.12E+18,서울특별시 광진구 능동 18,,,127.0823118,37.55089514,공원명,,,,,,,,,,,,,,,,,,,
구로구-구로근린공원-1,구로근린공원,,서울특별시 구로구 구로동 103-4,,서울특별시 구로구 가마산로25길 9-13,126.8897222,37.49638889,공원명,,,,,,,,,,,,,,,,,,,
관악구-관악산호수구역공원-1,관악산호수구역공원,,서울특별시 관악구 신림동 산 50-2,,서울특별시 관악구 관악산나들길 114,126.9471111,37.459,공원명,,,,,,,,,,,,,,,,,,,
시설관리공단-어린이대공원-6,어린이대공원,1.12E+18,서울특별시 광진구 능동 18,,서울특별시 광진구 능동로 216,127.0825278,37.55036111,공원명,,,,,,,,,,,,,,,,,,,
광진구-자양초등학교 자연학습장-1,자양초등학교 자연학습장,1.12E+18,서울특별시 광진구 자양동 231-1,,서울특별시 광진구 아차산로44길 17,127.0798459,37.5364084,공원명,,,,,,,,,,,,,,,,,,,
광진구-한마음어린이공원-1,한마음어린이공원,1.12E+18,서울특별시 광진구 중곡동 50-51,,서울특별시 광진구 긴고랑로22길 46,127.0833333,37.55916667,공원명,,,,,,,,,,,,,,,,,,,
시설관리공단-어린이대공원-9,어린이대공원,1.12E+18,서울특별시 광진구 능동 18,,서울특별시 광진구 능동로 216,127.0821236,37.54710377,공원명,,,,,,,,,,,,,,,,,,,
광진구-능동소공원-1,능동소공원,1.12E+18,서울특별시 광진구 능동 242-26,,서울특별시 광진구 능동로 216,127.0828972,37.55251514,공원명,,,,,,,,,,,,,,,,,,,
노원구-연촌어린이공원-1,연촌어린이공원,,서울특별시 노원구 월계동 322-5,,서울특별시 노원구 마들로3길 19,127.0626389,37.62833333,공원명,,,,,,,,,,,,,,,,,,,
중랑구-샘터어린이공원,중랑구-샘터어린이공원,,서울특별시 중랑구 면목동 656,,서울특별시 중랑구 답십리로77길 28-31,127.0832949,37.57309168,상세위치,,,,,,,,,,,,,,,,,,,
중랑구-열매어린이공원-1,열매어린이공원,1.13E+18,서울특별시 중랑구 면목동 145-37,,서울특별시 중랑구 봉우재로20길 58,127.0808611,37.58880556,공원명,,,,,,,,,,,,,,,,,,,
노원구-매봉어린이공원-1,매봉어린이공원,,서울특별시 노원구 월계동 320-6,,서울특별시 노원구 월계로55길 49,127.0590556,37.63319444,공원명,,,,,,,,,,,,,,,,,,,
관악구-문성어린이공원-1,문성어린이공원,,서울특별시 관악구 신림동 1661-15,,서울특별시 관악구 시흥대로164길 27,126.9029722,37.482,공원명,,,,,,,,,,,,,,,,,,,
시설관리공단-어린이대공원-5,어린이대공원,1.12E+18,서울특별시 광진구 능동 18,,서울특별시 광진구 능동로 216,127.0827778,37.5495,공원명,,,,,,,,,,,,,,,,,,,
중랑구-사랑어린이공원-1,사랑어린이공원,,서울특별시 중랑구 면목동 153-41,,서울특별시 중랑구 겸재로22길 31-5,127.0818333,37.58555556,공원명,,,,,,,,,,,,,,,,,,,
노원구-각심어린이공원-1,각심어린이공원,,서울특별시 노원구 월계동 556,,서울특별시 노원구 초안산로1길 18,127.0513728,37.62942406,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-월드컵공원-17,월드컵공원,,서울특별시 마포구 상암동 478-1,,서울특별시 마포구 하늘공원로 108-2,126.8740833,37.572,공원명,,,,,,,,,,,,,,,,,,,
도봉구-다람쥐어린이공원-1,다람쥐어린이공원,1.13E+18,서울특별시 도봉구 창동 624-8,,서울특별시 도봉구 도봉로106길 33-12,127.0348889,37.64519444,공원명,,,,,,,,,,,,,,,,,,,
동대문구-중랑천변공원(장안)-1,중랑천변공원(장안),1.13E+18,서울특별시 중랑구 면목동 1049-12,,,127.0736653,37.5841894,공원명,,,,,,,,,,,,,,,,,,,
중랑구-중랑천변공원-5,중랑천변공원,1.13E+18,서울특별시 중랑구 면목동 1031-451,,,127.073,37.58727778,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-월드컵공원-14,월드컵공원,,서울특별시 마포구 상암동 478-1,,서울특별시 마포구 하늘공원로 108-2,126.8741692,37.5738407,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-월드컵공원-15,월드컵공원,,서울특별시 마포구 상암동 478-1,,서울특별시 마포구 하늘공원로 108-2,126.8741389,37.57386111,공원명,,,,,,,,,,,,,,,,,,,
중랑구-중랑천변공원-7,중랑천변공원,1.13E+18,서울특별시 중랑구 면목동 727-24,,,127.0781531,37.58070829,공원명,,,,,,,,,,,,,,,,,,,
관악구-보명 어린이공원-1,보명 어린이공원,,서울특별시 관악구 신림동 610-297,,서울특별시 관악구 법원단지10길 107,126.92575,37.47561111,공원명,,,,,,,,,,,,,,,,,,,
노원구-각심어린이공원-3,각심어린이공원,,서울특별시 노원구 월계동 555,,서울특별시 노원구 초안산로1길 18,127.0520874,37.62932537,공원명,,,,,,,,,,,,,,,,,,,
중랑구-중화2동체육공원-1,중화2동체육공원,1.13E+18,서울특별시 중랑구 중화동 403-3,,서울특별시 중랑구 중랑천로29길 47,127.0708366,37.59601382,공원명,,,,,,,,,,,,,,,,,,,
중랑구-면우배드민턴장-1,면우배드민턴장,1.13E+18,서울특별시 중랑구 면목동 190-43,,서울특별시 중랑구 중랑천로 31,127.07325,37.58786111,공원명,,,,,,,,,,,,,,,,,,,
동작구-청명어린이공원-1,청명어린이공원,1.16E+18,서울특별시 동작구 신대방동 719,,서울특별시 동작구 신대방1가길 38,126.9079722,37.48777778,공원명,,,,,,,,,,,,,,,,,,,
관악구-목화 어린이공원-1,목화 어린이공원,,서울특별시 관악구 신림동 1716,,서울특별시 관악구 신림로3가길 45-24,126.9421111,37.46788889,공원명,,,,,,,,,,,,,,,,,,,
광진구-중랑천둔치체육공원-3,중랑천둔치체육공원,1.12E+18,서울특별시 광진구 중곡동 458-22,,,127.0764072,37.56602357,공원명,,,,,,,,,,,,,,,,,,,
양천구-파리근린공원-1,파리근린공원,,서울특별시 양천구 목동 906,,서울특별시 양천구 목동동로 363,126.8772222,37.53472222,공원명,,,,,,,,,,,,,,,,,,,
광진구-중랑천둔치체육공원-2,중랑천둔치체육공원,1.12E+18,서울특별시 광진구 중곡동 485-7,,,127.0765912,37.56652448,공원명,,,,,,,,,,,,,,,,,,,
도봉구-둥근달어린이공원-1,둥근달어린이공원,1.13E+18,서울특별시 도봉구 쌍문동 139-101,,서울특별시 도봉구 도봉로117길 88,127.030285,37.64967617,공원명,,,,,,,,,,,,,,,,,,,
영등포구-대림어린이공원-1,대림어린이공원,,서울특별시 영등포구 대림동 870,,서울특별시 영등포구 대림로 106,126.9029731,37.49147364,공원명,,,,,,,,,,,,,,,,,,,
광진구-중랑천둔치체육공원-1,중랑천둔치체육공원,1.12E+18,서울특별시 광진구 중곡동 485-7,,서울특별시 광진구 동일로 399-1,127.0767832,37.56659727,공원명,,,,,,,,,,,,,,,,,,,
중랑구-중랑천제방-1,중랑천제방,1.13E+18,서울특별시 중랑구 면목동 1031-22,,서울특별시 중랑구 중랑천로 14,127.0743828,37.5864769,공원명,,,,,,,,,,,,,,,,,,,
중랑구-중랑천변공원-4,중랑천변공원,1.13E+18,서울특별시 중랑구 면목동 1031-25,,,127.0746667,37.58536111,공원명,,,,,,,,,,,,,,,,,,,
양천구-안양천체육공원-11,안양천체육공원,1.15E+18,서울특별시 양천구 목동 409-379,,서울특별시 양천구 안양천로 914,126.8794034,37.52713809,공원명,,,,,,,,,,,,,,,,,,,
관악구-맨발공원-1,맨발공원,,서울특별시 관악구 신림동 산 27-5,,서울특별시 관악구 신림로3길 40,126.9444911,37.46646403,공원명,,,,,,,,,,,,,,,,,,,
광진구-마을마당공원-1,중곡1동마을마당,1.12E+18,서울특별시 광진구 중곡동 248-29,,서울특별시 광진구 긴고랑로4길 30,127.0769526,37.56268827,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원 난지지구-10,한강시민공원 난지지구,1.14E+18,서울특별시 마포구 상암동 495-81,,서울특별시 마포구 한강난지로 28,126.8726111,37.57030556,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-월드컵공원-16,월드컵공원,,서울특별시 마포구 상암동 478-1,,서울특별시 마포구 하늘공원로 108-2,126.8730556,37.576,공원명,,,,,,,,,,,,,,,,,,,
관악구-새숲 어린이공원-1,새숲 어린이공원,,서울특별시 관악구 신림동 539-13,,서울특별시 관악구 조원로16가길 42,126.9130278,37.48247222,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(뚝섬지구)-13,한강시민공원(뚝섬지구),1.12E+18,서울특별시 광진구 자양동 427-12,,,127.0711111,37.52944444,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-서울식물원-2,서부녹지-서울식물원-2,1.15E+18,서울특별시 강서구 마곡동 812,,,126.8317283,37.570539,공원,,,,,,,,,,,,,,,,,,,
성북구-샛별어린이공원-1,샛별어린이공원,1.13E+18,서울특별시 성북구 석관동 168-50,,서울특별시 성북구 화랑로42길 35,127.064186,37.61416505,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원 난지지구-11,한강시민공원 난지지구,1.14E+18,서울특별시 마포구 상암동 495-81,,서울특별시 마포구 한강난지로 28,126.8722541,37.56994124,공원명,,,,,,,,,,,,,,,,,,,
동대문구-중랑천제방(장안)-1,중랑천제방(장안),1.12E+18,서울특별시 동대문구 장안동 481-3,,,127.0770556,37.57158333,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원 난지지구-9,한강시민공원 난지지구,1.14E+18,서울특별시 마포구 상암동 495-81,,서울특별시 마포구 한강난지로 28,126.872226,37.56990954,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원 난지지구-8,한강시민공원 난지지구,1.14E+18,서울특별시 마포구 상암동 495-81,,서울특별시 마포구 한강난지로 28,126.872212,37.56990045,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(뚝섬지구)-11,한강시민공원(뚝섬지구),1.12E+18,서울특별시 광진구 자양동 427-12,,,127.0712057,37.52918453,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-월드컵공원-13,월드컵공원,,서울특별시 마포구 상암동 478-1,,서울특별시 마포구 하늘공원로 108-2,126.8724722,37.57426389,공원명,,,,,,,,,,,,,,,,,,,
강북구-우이동만남의광장-1,우이동만남의광장,1.13E+18,서울특별시 강북구 우이동 186-2,,서울특별시 강북구 삼양로173길 98,127.0074799,37.66165428,공원명,,,,,,,,,,,,,,,,,,,
관악구-태양 어린이공원-1,태양 어린이공원,,서울특별시 관악구 신림동 1537-15,,서울특별시 관악구 호암로22길 69,126.9365833,37.46858333,공원명,,,,,,,,,,,,,,,,,,,
중랑구-상리어린이공원-1,상리어린이공원,,서울특별시 중랑구 면목동 186-21,,서울특별시 중랑구 중랑천로10길 20,127.0740556,37.59180556,공원명,,,,,,,,,,,,,,,,,,,
광진구-중랑천뚝방길공원-1,중랑천뚝방길공원,1.12E+18,서울특별시 광진구 중곡동 236-3,,서울특별시 광진구 동일로 417,127.0777778,37.56777778,공원명,,,,,,,,,,,,,,,,,,,
중랑구-초롱어린이공원-1,초롱어린이공원,,서울특별시 중랑구 중화동 323-14,,서울특별시 중랑구 중랑천로20길 6-14,127.0729444,37.59575,공원명,,,,,,,,,,,,,,,,,,,
영등포구-안양천고수부지-5,안양천고수부지,1.16E+18,서울특별시 영등포구 문래동6가 52,,서울특별시 영등포구 영등포로2길 34,126.8813889,37.52,공원명,,,,,,,,,,,,,,,,,,,
서초구-양재어린이공원-1,서초구-양재어린이공원-1,1.17E+18,서울특별시 서초구 양재동 9-29,,서울특별시 서초구 바우뫼로39길 85,127.0390854,37.48340303,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-월드컵공원-12,월드컵공원,,서울특별시 마포구 상암동 478-1,,서울특별시 마포구 하늘공원로 108-2,126.8719167,37.57491667,공원명,,,,,,,,,,,,,,,,,,,
동대문구-중랑천변공원(장안)-2,중랑천변공원(장안),1.13E+18,서울특별시 중랑구 면목동 727-24,,,127.0775833,37.575,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원 난지지구-12,한강시민공원 난지지구,1.14E+18,서울특별시 마포구 상암동 482-302,,,126.8713793,37.5702836,공원명,,,,,,,,,,,,,,,,,,,
관악구-난우어린이공원-1,난우어린이공원,,서울특별시 관악구 신림동 1482-1,,서울특별시 관악구 난곡로61길 1,126.9140845,37.48023302,공원명,,,,,,,,,,,,,,,,,,,
영등포구-대림체육공원-1,대림체육공원,,서울특별시 영등포구 대림동 780,,서울특별시 영등포구 가마산로31길 16,126.8938889,37.49944444,공원명,,,,,,,,,,,,,,,,,,,
서초구-효자공원-1,효자공원,1.17E+18,서울특별시 서초구 우면동 74-13,,서울특별시 서초구 바우뫼로9길 61,127.0243452,37.47331015,공원명,,,,,,,,,,,,,,,,,,,
동작구-해당화 어린이공원-1,해당화 어린이공원,1.16E+18,서울특별시 동작구 신대방동 686-70,,서울특별시 동작구 신대방1가길 77,126.9058153,37.48682346,공원명,,,,,,,,,,,,,,,,,,,
구로구-안양천둔치공원-3,안양천둔치공원,1.15E+18,서울특별시 영등포구 문래동6가 52,,서울특별시 영등포구 영등포로2길 34,126.8811111,37.51972222,공원명,,,,,,,,,,,,,,,,,,,
영등포구-안양천고수부지-2,안양천고수부지,1.16E+18,서울특별시 영등포구 문래동6가 52,,서울특별시 영등포구 영등포로2길 34,126.8811111,37.51972222,공원명,,,,,,,,,,,,,,,,,,,
관악구-소락정마을마당-1,소락정마을마당,,서울특별시 관악구 신림동 597-118,,서울특별시 관악구 난우10가길 14-3,126.9195556,37.47638889,공원명,,,,,,,,,,,,,,,,,,,
시설관리공단-어린이대공원-15,어린이대공원,1.12E+18,서울특별시 광진구 능동 18,,서울특별시 광진구 능동로 216,127.0772222,37.54888889,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(뚝섬지구)-12,한강시민공원(뚝섬지구),1.12E+18,서울특별시 광진구 자양동 435,,,127.0722222,37.52861111,공원명,,,,,,,,,,,,,,,,,,,
관악구-관악산경로구역공원-1,관악산경로구역공원,,서울특별시 관악구 신림동 산 32-22,,,126.9479722,37.46383333,공원명,,,,,,,,,,,,,,,,,,,
노원구-초안어린이공원-1,초안어린이공원,,서울특별시 노원구 월계동 775,,서울특별시 노원구 초안산로5길 22,127.0516111,37.63388889,공원명,,,,,,,,,,,,,,,,,,,
구로구-삼각어린이공원-1,삼각어린이공원,,서울특별시 구로구 구로동 50-11,,서울특별시 구로구 새말로18길 112,126.8919444,37.50138889,공원명,,,,,,,,,,,,,,,,,,,
영등포구-안양천고수부지-4,안양천고수부지,1.16E+18,서울특별시 영등포구 문래동5가 31,,서울특별시 영등포구 영등포로2길 62,126.8816667,37.51777778,공원명,,,,,,,,,,,,,,,,,,,
양천구-안양천체육공원-13,안양천체육공원,1.15E+18,서울특별시 양천구 목동 409-379,,서울특별시 양천구 안양천로 1026,126.8786111,37.52388889,공원명,,,,,,,,,,,,,,,,,,,
서초구-암산어린이공원-1,서초구-암산어린이공원-1,1.17E+18,서울특별시 서초구 우면동 46-12,,서울특별시 서초구 바우뫼로11안길 32,127.025782,37.47335667,공원명,,,,,,,,,,,,,,,,,,,
시설관리공단-어린이대공원-14,어린이대공원,1.12E+18,서울특별시 광진구 능동 18,,서울특별시 광진구 능동로 216,127.0780833,37.55133333,공원명,,,,,,,,,,,,,,,,,,,
관악구-남강 어린이공원-1,남강 어린이공원,,서울특별시 관악구 신림동 1678-56,,서울특별시 관악구 난곡로34나길 49,126.9235833,37.47330556,공원명,,,,,,,,,,,,,,,,,,,
도봉구-둘리(쌍문)유아숲체험장-1,둘리(쌍문)유아숲체험장,1.13E+18,서울특별시 도봉구 쌍문동 산 82,,,127.0294444,37.65291667,공원명,,,,,,,,,,,,,,,,,,,
동대문구-중랑천변공원(장안)-4,중랑천변공원(장안),1.12E+18,서울특별시 동대문구 이문동 353-4,,,127.0718333,37.60236111,공원명,,,,,,,,,,,,,,,,,,,
광진구-중곡공원-1,중곡공원,1.12E+18,서울특별시 광진구 중곡동 233-45,,서울특별시 광진구 긴고랑로5길 13,127.0791667,37.56472222,공원명,,,,,,,,,,,,,,,,,,,
관악구-사우촌 어린이공원-1,사우촌 어린이공원,,서울특별시 관악구 신림동 1554-28,,서울특별시 관악구 신림로23길 75,126.9343333,37.46755556,공원명,,,,,,,,,,,,,,,,,,,
양천구-안양천체육공원-5,안양천체육공원,1.15E+18,서울특별시 양천구 신정동 871-2,,,126.8788889,37.52194444,공원명,,,,,,,,,,,,,,,,,,,
양천구-어울림쉼터-1,어울림쉼터,,서울특별시 양천구 목동 530-26,,서울특별시 양천구 목동중앙본로32길 7,126.8716568,37.545497,공원명,,,,,,,,,,,,,,,,,,,
중랑구-한신어린이공원-1,한신어린이공원,1.13E+18,서울특별시 중랑구 면목동 178-19,,서울특별시 중랑구 겸재로3길 50,127.0768333,37.58808333,공원명,,,,,,,,,,,,,,,,,,,
구로구-거리공원-1,거리공원,,서울특별시 구로구 구로동 49,,서울특별시 구로구 공원로 26,126.8913889,37.5,공원명,,,,,,,,,,,,,,,,,,,
중랑구-세화어린이공원-1,세화어린이공원,1.13E+18,서울특별시 중랑구 중화동 327-68,,서울특별시 중랑구 봉화산로2길 61,127.0738611,37.59916667,공원명,,,,,,,,,,,,,,,,,,,
중랑구-중랑천제방-2,중랑천제방,1.13E+18,서울특별시 중랑구 면목동 727-91,,,127.0791975,37.57625034,공원명,,,,,,,,,,,,,,,,,,,
구로구-거리공원-2,거리공원,,서울특별시 구로구 구로동 23-2,,서울특별시 구로구 공원로 68,126.8890413,37.50271215,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(뚝섬지구)-10,한강시민공원(뚝섬지구),1.12E+18,서울특별시 광진구 자양동 435,,,127.0738889,37.52833333,공원명,,,,,,,,,,,,,,,,,,,
관악구-샘말공원-1,샘말공원,,서울특별시 관악구 신림동 251-147,,서울특별시 관악구 대학길 129,126.9383889,37.46505556,공원명,,,,,,,,,,,,,,,,,,,
중랑구-송계어린이공원-1,송계어린이공원,1.13E+18,서울특별시 중랑구 면목동 172-11,,서울특별시 중랑구 겸재로10길 33,127.0782222,37.58469444,공원명,,,,,,,,,,,,,,,,,,,
