컨텐츠 아이디,공원 명,지번주소 코드,지번주소,도로명주소 코드,도로명주소,X좌표(LNG),Y좌표(LAT),컨텐츠상세필드명1,컨텐츠상세명11,컨텐츠상세필드명12,컨텐츠상세명12,컨텐츠상세필드명13,컨텐츠상세명13,컨텐츠상세필드명14,컨텐츠상세명14,컨텐츠상세필드명15,컨텐츠상세명15,컨텐츠상세필드명16,컨텐츠상세명16,컨텐츠상세필드명17,컨텐츠상세명17,컨텐츠상세필드명18,컨텐츠상세명18,컨텐츠상세필드명19,컨텐츠상세명19,컨텐츠상세필드명20,컨텐츠상세명20
용산구-신계역사공원-1,신계역사공원,1.12E+18,서울특별시 용산구 신계동 55,,서울특별시 용산구 청파로 139-25,126.9661111,37.53527778,공원명,,,,,,,,,,,,,,,,,,,
중구-쌍림어린이공원-1,쌍림어린이공원,,서울특별시 중구 광희동1가 240-2,,서울특별시 중구 퇴계로 303-3,127.0053056,37.56422222,공원명,,,,,,,,,,,,,,,,,,,
종로구-와룡공원-1,와룡공원,,서울특별시 종로구 명륜3가 1-1106,,서울특별시 종로구 명륜10길 30-8,126.9912222,37.59030556,공원명,,,,,,,,,,,,,,,,,,,
성북구-북악산근린공원-1,북악산근린공원,1.13E+18,서울특별시 성북구 성북동 226-65,,서울특별시 성북구 성북로31길 134,126.9892014,37.59237294,공원명,,,,,,,,,,,,,,,,,,,
성북구-북악산청소년체험의숲-1,북악산청소년체험의숲,1.13E+18,서울특별시 성북구 성북동 226-57,,서울특별시 성북구 성북로31길 126-9,126.9883205,37.59281866,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(한남자락)-2,남산공원(한남자락),1.12E+18,서울특별시 용산구 한남동 772-6,,,126.9979131,37.54162277,공원명,,,,,,,,,,,,,,,,,,,
중구-충현어린이공원-2,충현어린이공원,,서울특별시 중구 신당동 432-524,,서울특별시 중구 동호로11차길 1,127.0051527,37.55222392,공원명,,,,,,,,,,,,,,,,,,,
중구-충현어린이공원-1,충현어린이공원,,서울특별시 중구 신당동 432-524,,서울특별시 중구 동호로11차길 1,127.0051698,37.55220822,공원명,,,,,,,,,,,,,,,,,,,
서대문구-유아숲체험장-1,유아숲체험장,,서울특별시 서대문구 홍제동 산 1-168,,,126.953276,37.58900209,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(한남자락)-1,남산공원(한남자락),,서울특별시 용산구 한남동 772-14,,,126.9988889,37.54194444,공원명,,,,,,,,,,,,,,,,,,,
종로구-명륜어린이공원-1,명륜어린이공원,,서울특별시 종로구 명륜1가 23-9,,서울특별시 종로구 혜화로9길 24-9,126.9983056,37.58811111,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(한남자락)-7,남산공원(한남자락),1.12E+18,서울특별시 용산구 한남동 산 10-143,,,126.9992468,37.5410741,공원명,,,,,,,,,,,,,,,,,,,
성북구-우정의공원-1,우정의공원,1.13E+18,서울특별시 성북구 성북동 330-482,,서울특별시 성북구 성북로 181,126.9902868,37.59516616,공원명,,,,,,,,,,,,,,,,,,,
서대문구-창천근린공원-1,창천근린공원,1.14E+18,서울특별시 서대문구 창천동 4-47,,서울특별시 서대문구 연세로2라길 17-3,126.9400556,37.55777778,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-낙산공원-5,낙산공원,1.11E+18,서울특별시 종로구 이화동 9-411,,서울특별시 종로구 낙산4길 46,127.0070556,37.57805556,공원명,,,,,,,,,,,,,,,,,,,
중구-다산동마을마당-1,다산동마을마당,1.11E+18,서울특별시 중구 신당동 432-1584,,서울특별시 중구 동호로15길 60,127.008679,37.55442667,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-낙산공원-3,낙산공원,1.11E+18,서울특별시 종로구 종로6가 1-14,,서울특별시 종로구 낙산성곽서길 45,127.0086389,37.57441667,공원명,,,,,,,,,,,,,,,,,,,
용산구-응봉근린공원-1,응봉근린공원,1.12E+18,서울특별시 용산구 한남동 788-5,,서울특별시 용산구 한남대로40길 33,127.0036111,37.54333333,공원명,,,,,,,,,,,,,,,,,,,
중부수도-동대문디자인프라자(DDP),동대문디자인프라자(DDP),,서울특별시 중구 을지로7가 143,1.11E+21,서울특별시 중구 을지로 281,127.0103396,37.56708851,공원명,,,,,,,,,,,,,,,,,,,
용산구-한마음어린이공원-1,한마음어린이공원,1.12E+18,서울특별시 용산구 용산동5가 2-4,,서울특별시 용산구 한강대로38길 38,126.9699328,37.52856834,공원명,,,,,,,,,,,,,,,,,,,
서대문구-명물소공원-3,명물소공원,1.14E+18,서울특별시 서대문구 창천동 2-23,,서울특별시 서대문구 명물길 49,126.9391667,37.55894444,공원명,,,,,,,,,,,,,,,,,,,
중구-서소문구역제5지구소공원-1,서소문구역제5지구소공원,1.11E+18,서울특별시 중구 서소문동 111-2,,서울특별시 중구 세종대로 73,126.9756197,37.56293516,공원명,,,,,,,,,,,,,,,,,,,
중구-배채어린이공원-1,배재어린이공원,1.11E+18,서울특별시 중구 정동 34-31,,서울특별시 중구 서소문로11길 34,126.9727778,37.56430556,공원명,,,,,,,,,,,,,,,,,,,
중구-순화어린이공원,중구-순화어린이공원,,서울특별시 중구 순화동 216,,서울특별시 중구 서소문로 89-31,126.9712852,37.56343861,상세위치,,,,,,,,,,,,,,,,,,,
중구-정동 근린공원-1,정동 근린공원,1.11E+18,서울특별시 중구 정동 1-45,,서울특별시 중구 정동길 25,126.9716667,37.56736111,공원명,,,,,,,,,,,,,,,,,,,
중구-순화문화공원-1,순화문화공원,1.11E+18,서울특별시 중구 순화동 151,,서울특별시 중구 칠패로 27,,,공원명,,,,,,,,,,,,,,,,,,,
중구-서울로 7017-2,서울로 7017,1.11E+18,서울특별시 중구 남대문로5가 84-17,,서울특별시 중구 퇴계로 15,126.9745,37.55677778,공원명,,,,,,,,,,,,,,,,,,,
종로구-내수2근린공원-1,내수2근린공원,1.11E+18,서울특별시 종로구 내수동 110-50,,서울특별시 종로구 경희궁2길 8-3,126.9715243,37.57246441,공원명,,,,,,,,,,,,,,,,,,,
중구-서울로 7017-3,서울로 7017,1.11E+18,서울특별시 중구 봉래동2가 122,,서울특별시 중구 청파로 426,126.9695,37.55675,공원명,,,,,,,,,,,,,,,,,,,
광화문광장-1,광화문광장,,서울특별시 종로구 세종로 1-68,1.11E+21,서울특별시 종로구 세종대로 175,126.9766385,37.57308659,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(회현자락)-3,남산공원(회현자락),1.11E+18,서울특별시 중구 회현동1가 산 1-2,,서울특별시 중구 소파로 46,126.9789167,37.55536111,공원명,,,,,,,,,,,,,,,,,,,
종로구-내수1근린공원-1,내수1근린공원,1.11E+18,서울특별시 종로구 내수동 110-8,,서울특별시 종로구 경희궁2길 5-6,126.9709444,37.57352778,공원명,,,,,,,,,,,,,,,,,,,
중구-서울로 7017-1,서울로 7017,1.11E+18,서울특별시 중구 남대문로5가 67-4,,서울특별시 중구 퇴계로 33,126.969,37.55575,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(회현자락)-2,남산공원(회현자락),1.11E+18,서울특별시 중구 회현동1가 100-115,,,126.9801111,37.55502778,공원명,,,,,,,,,,,,,,,,,,,
중구-손기정공원-3,손기정공원,1.11E+18,서울특별시 중구 만리동2가 6-1,,서울특별시 중구 손기정로 101,126.9661667,37.55688889,공원명,,,,,,,,,,,,,,,,,,,
종로구-월암공원-1,월암공원,1.11E+18,서울특별시 종로구 송월동 1-1,,서울특별시 종로구 송월길 52,126.9656628,37.5710477,공원명,,,,,,,,,,,,,,,,,,,
용산구-새꿈어린이공원-1,새꿈어린이공원,1.12E+18,서울특별시 용산구 동자동 8-3,,서울특별시 용산구 후암로57길 31,126.9741908,37.55237627,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(회현자락)-1,남산공원(회현자락),1.11E+18,서울특별시 중구 회현동1가 100-177,,서울특별시 중구 소파로 46,126.9817222,37.55433333,공원명,,,,,,,,,,,,,,,,,,,
중구-명동 문화공원-1,명동 문화공원,,서울특별시 중구 저동1가 90-10,,서울특별시 중구 명동길 91-1,126.9871824,37.56470753,공원명,,,,,,,,,,,,,,,,,,,
종로구-사직공원-2,사직단,1.11E+18,서울특별시 종로구 사직동 1-28,,서울특별시 종로구 사직로 89,126.9683333,37.57561111,공원명,,,,,,,,,,,,,,,,,,,
중구-충정녹지대-1,충정녹지대,1.11E+18,서울특별시 중구 중림동 392-1,,서울특별시 중구 서소문로2길 33-4,126.9631944,37.55736111,공원명,,,,,,,,,,,,,,,,,,,
중구-손기정공원-2,손기정공원,1.11E+18,서울특별시 중구 만리동2가 6-1,,서울특별시 중구 손기정로 101,126.96475,37.55522222,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(회현자락)-4,남산공원(회현자락),,서울특별시 중구 회현동1가 100-267,,서울특별시 중구 남산공원길 649,126.9831935,37.55368242,공원명,,,,,,,,,,,,,,,,,,,
중구-손기정공원-1,손기정공원,1.11E+18,서울특별시 중구 만리동2가 176-1,,서울특별시 중구 만리재로 175,126.9643889,37.55508333,공원명,,,,,,,,,,,,,,,,,,,
경복궁-1,경복궁,1.11E+18,서울특별시 종로구 세종로 1-1,,서울특별시 종로구 사직로 161,126.97825,37.57752778,공원명,,,,,,,,,,,,,,,,,,,
종로구-탑골공원-1,탑골공원,1.11E+18,서울특별시 종로구 종로2가 38-1,,서울특별시 종로구 종로 99,126.9881667,37.57086111,공원명,,,,,,,,,,,,,,,,,,,
용산구-새나라어린이공원-1,새나라어린이공원,1.12E+18,서울특별시 용산구 후암동 190-2,,서울특별시 용산구 두텁바위로1나길 19,126.9763895,37.54798746,공원명,,,,,,,,,,,,,,,,,,,
종로구-운현궁공원-1,운현궁공원,1.11E+18,서울특별시 종로구 운니동 114-10,,서울특별시 종로구 삼일대로 464,126.9868609,37.57607887,공원명,,,,,,,,,,,,,,,,,,,
종로구-사직근린공원(교남체육공원),종로구-사직근린공원(교남체육공원),,서울특별시 종로구 행촌동 210-641,,서울특별시 종로구 통일로12길 76-17,126.9624125,37.57620126,상세위치,,,,,,,,,,,,,,,,,,,
서대문구-안산 자락길-1,안산 자락길,1.14E+18,서울특별시 서대문구 천연동 145,,서울특별시 서대문구 독립문로8길 54,126.9575518,37.5671552,공원명,,,,,,,,,,,,,,,,,,,
서대문구-굴레방소공원-1,굴레방소공원,1.14E+18,서울특별시 서대문구 북아현동 81,,서울특별시 서대문구 북아현로4라길 22-6,126.9579893,37.55833979,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(팔각자락)-1,남산공원(팔각자락),1.11E+18,서울특별시 중구 예장동 산 5-6,,서울특별시 중구 남산공원길 125-72,126.9875556,37.55186111,공원명,,,,,,,,,,,,,,,,,,,
경복궁-3,경복궁,1.11E+18,서울특별시 종로구 세종로 1-1,,서울특별시 종로구 삼청로 37,126.9774328,37.58177232,공원명,,,,,,,,,,,,,,,,,,,
종로구-북촌정독도서관음수대-1,북촌정독도서관음수대,1.11E+18,서울특별시 종로구 화동 78,,서울특별시 종로구 북촌로5가길 26,126.982,37.58083333,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(팔각자락)-2,남산공원(팔각자락),,서울특별시 중구 예장동 산 5-6,,서울특별시 중구 남산공원길 125-54,126.9880708,37.55174661,공원명,,,,,,,,,,,,,,,,,,,
종로구-영빈관 앞 분수광장2,종로구-영빈관 앞 분수광장2,,서울특별시 종로구 효자동 139,,서울특별시 종로구 효자로13길 45,126.9731966,37.5830397,상세위치,,,,,,,,,,,,,,,,,,,
종로구-영빈관 앞 분수광장,종로구-영빈관 앞 분수광장,,서울특별시 종로구 효자동 116-2,,서울특별시 종로구 효자로13길 45,126.9727057,37.58318083,상세위치,,,,,,,,,,,,,,,,,,,
중구-남산한옥마을-2,남산한옥마을,1.11E+18,서울특별시 중구 예장동 1-36,,서울특별시 중구 퇴계로32길 42,126.9931667,37.55891667,공원명,,,,,,,,,,,,,,,,,,,
중구-남산한옥마을-1,남산한옥마을,1.11E+18,서울특별시 중구 필동2가 84-1,,서울특별시 중구 퇴계로34길 28,126.9932222,37.55797222,공원명,,,,,,,,,,,,,,,,,,,
서대문구-한성어린이공원,서대문구-한성어린이공원,,서울특별시 서대문구 북아현동 1016-3,,서울특별시 서대문구 북아현로 29,126.9552569,37.55924794,상세위치,,,,,,,,,,,,,,,,,,,
종로구-무궁화동산-1,무궁화동산,1.11E+18,서울특별시 종로구 궁정동 55-3,,,126.9722629,37.58414013,공원명,,,,,,,,,,,,,,,,,,,
중구-남산한옥마을-3,남산한옥마을,1.11E+18,서울특별시 중구 필동2가 84-1,,서울특별시 중구 퇴계로34길 28,126.9935833,37.55702778,공원명,,,,,,,,,,,,,,,,,,,
중구-남산한옥마을-4,남산한옥마을,1.11E+18,서울특별시 중구 필동2가 84-1,,서울특별시 중구 퇴계로34길 28,126.9939167,37.55769444,공원명,,,,,,,,,,,,,,,,,,,
성북구-범바위 어린이공원,성북구-범바위 어린이공원,,서울특별시 성북구 안암동2가 140-3,,서울특별시 성북구 고려대로8길 5,127.0214518,37.58548599,상세주소,,,,,,,,,,,,,,,,,,,
서부녹지-독립공원-3,독립공원,1.14E+18,서울특별시 서대문구 현저동 101,,서울특별시 서대문구 통일로 251,126.9565479,37.57402334,공원명,,,,,,,,,,,,,,,,,,,
중구-남산한옥마을-5,남산한옥마을,1.11E+18,서울특별시 중구 필동2가 84-1,,서울특별시 중구 퇴계로34길 28,126.9945,37.55825,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(한남자락)-5,남산공원(한남자락),1.12E+18,서울특별시 용산구 용산동2가 산 1-3,,서울특별시 용산구 남산공원길 126,126.9908333,37.55111111,공원명,,,,,,,,,,,,,,,,,,,
종로구-무악배드민턴장,종로구-무악배드민턴장,,서울특별시 종로구 무악동 48,,서울특별시 종로구 통일로18가길 46,126.9582825,37.57765382,상세위치,,,,,,,,,,,,,,,,,,,
종로구-수성동 계곡,종로구-수성동 계곡,,서울특별시 종로구 옥인동 181-10,,서울특별시 종로구 옥인길 89,126.9634476,37.58227337,상세위치,,,,,,,,,,,,,,,,,,,
종로구-종묘-1,종묘,1.11E+18,서울특별시 종로구 훈정동 1-2,,서울특별시 종로구 종로 157,126.9924182,37.57655357,공원명,,,,,,,,,,,,,,,,,,,
종로구-종묘-3,종묘,1.11E+18,서울특별시 종로구 훈정동 1-2,,서울특별시 종로구 종로 157,126.9945556,37.57305556,공원명,,,,,,,,,,,,,,,,,,,
중구-필동마을마당-1,필동마을마당,1.11E+18,서울특별시 중구 필동2가 110-6,,서울특별시 중구 퇴계로36가길 54,126.9956111,37.55786111,공원명,,,,,,,,,,,,,,,,,,,
용산구-효창공원-3,효창공원,1.12E+18,서울특별시 용산구 청파동2가 53-12,,서울특별시 용산구 청파로47길 100,126.9631239,37.54531848,공원명,,,,,,,,,,,,,,,,,,,
용산구-효창공원-6,효창공원,1.12E+18,서울특별시 용산구 효창동 255,,서울특별시 용산구 효창원로 177-18,126.9613889,37.54638889,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-독립공원-2,독립공원,1.14E+18,서울특별시 서대문구 현저동 101,,서울특별시 서대문구 통일로 251,126.9552369,37.57482626,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-독립공원-5,독립공원,1.14E+18,서울특별시 서대문구 현저동 101,,서울특별시 서대문구 통일로 251,126.9553893,37.57527313,공원명,,,,,,,,,,,,,,,,,,,
용산구-효창공원-2,효창공원,1.12E+18,서울특별시 용산구 효창동 255,,서울특별시 용산구 효창원로 177-18,126.9622222,37.54527778,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-독립공원-4,독립공원,1.14E+18,서울특별시 서대문구 현저동 101,,서울특별시 서대문구 통일로 251,126.9546773,37.57469073,공원명,,,,,,,,,,,,,,,,,,,
서대문구-너른바위어린이공원,서대문구-너른바위어린이공원,,서울특별시 서대문구 북아현동 1014-2,,서울특별시 서대문구 신촌로29길 11,126.9523005,37.55826531,상세위치,,,,,,,,,,,,,,,,,,,
종로구-종묘-2,종묘,1.11E+18,서울특별시 종로구 훈정동 1-2,,서울특별시 종로구 종로 157,126.9952222,37.57511111,공원명,,,,,,,,,,,,,,,,,,,
용산구-효창공원-5,효창공원,1.12E+18,서울특별시 용산구 효창동 255,,서울특별시 용산구 효창원로 177-18,126.9621163,37.5445455,공원명,,,,,,,,,,,,,,,,,,,
용산구-효창공원-1,효창공원,1.12E+18,서울특별시 용산구 효창동 255,,서울특별시 용산구 효창원로 177-18,126.9621355,37.54424589,공원명,,,,,,,,,,,,,,,,,,,
용산구-효창공원-4,효창공원,1.12E+18,서울특별시 용산구 효창동 255,,서울특별시 용산구 효창원로 177-18,126.9609982,37.5449753,공원명,,,,,,,,,,,,,,,,,,,
서대문구-모래내어린이공원-1,서대문구-모래내어린이공원-1,1.14E+18,서울특별시 서대문구 북아현동 1013-4,,서울특별시 서대문구 북아현로1가길 20,126.9516057,37.55858171,공원,,,,,,,,,,,,,,,,,,,
서대문구-북성어린이공원,서대문구-북성어린이공원,,서울특별시 서대문구 북아현동 1013-4,,서울특별시 서대문구 북아현로1나길 25,126.9514599,37.55863727,상세위치,,,,,,,,,,,,,,,,,,,
동대문구-정릉천-1,정릉천,1.12E+18,서울특별시 동대문구 용두동 237-22,,서울특별시 동대문구 천호대로25길 73,127.0342348,37.5775845,공원명,,,,,,,,,,,,,,,,,,,
서대문구-명수 어린이공원-1,명수 어린이공원,1.14E+18,서울특별시 서대문구 북아현동 1-1563,,서울특별시 서대문구 북아현로11길 100,126.9508333,37.56022222,공원명,,,,,,,,,,,,,,,,,,,
서대문구-안산 현저지구-1,안산 현저지구,1.14E+18,서울특별시 서대문구 현저동 1-114,,서울특별시 서대문구 통일로17길 48-2,126.9534444,37.57766667,공원명,,,,,,,,,,,,,,,,,,,
중구-묵정공원-1,묵정공원,1.11E+18,서울특별시 중구 충무로5가 21,,서울특별시 중구 퇴계로45길 32-12,127,37.56383333,공원명,,,,,,,,,,,,,,,,,,,
용산구-소월길어린이공원-1,소월길어린이공원,1.12E+18,서울특별시 용산구 이태원동 261-87,,서울특별시 용산구 소월로38길 42,126.9893426,37.54350139,공원명,,,,,,,,,,,,,,,,,,,
종로구-삼청공원-1,삼청공원,1.11E+18,서울특별시 종로구 삼청동 산 2-2,,서울특별시 종로구 북촌로 134-3,126.9840278,37.58841667,공원명,,,,,,,,,,,,,,,,,,,
종로구-삼청공원-2,삼청공원,1.11E+18,서울특별시 종로구 삼청동 산 2-2,,서울특별시 종로구 북촌로 134-3,126.98475,37.58858333,공원명,,,,,,,,,,,,,,,,,,,
창경궁-1,창경궁,1.11E+18,서울특별시 종로구 와룡동 2-1,,서울특별시 종로구 창경궁로 185,126.9951667,37.58122222,공원명,,,,,,,,,,,,,,,,,,,
마포구-쌍용산 어린이공원-1,쌍용산 어린이공원,1.14E+18,서울특별시 마포구 아현동 770,,서울특별시 마포구 마포대로11길 44-81,126.9506667,37.55213889,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(장충자락)-2,남산공원(장충자락),,서울특별시 중구 장충동2가 산 14-102,1.11E+21,서울특별시 중구 남산공원길 372,126.9999167,37.55469444,공원명,,,,,,,,,,,,,,,,,,,
시설관리공단-청계천-2,청계천,1.11E+18,서울특별시 종로구 종로5가 398-19,,서울특별시 종로구 청계천로 215,127.0015278,37.56963889,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(장충자락)-3,남산공원(장충자락),1.11E+18,서울특별시 중구 장충동2가 산 14-21,,,126.9989444,37.55063889,공원명,,,,,,,,,,,,,,,,,,,
종로구-연지1어린이공원-1,연지1어린이공원,1.11E+18,서울특별시 종로구 연지동 135,,서울특별시 종로구 대학로3길 29,127.0010268,37.57418593,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-경의선 숲길공원-1,경의선 숲길공원,1.12E+18,서울특별시 용산구 신계동 48,,서울특별시 용산구 원효로 216,126.967072,37.53694705,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(한남자락)-4,남산공원(한남자락),,서울특별시 용산구 이태원동 259-16,,,126.9945787,37.54341575,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(장충자락),중부녹지-남산공원(장충자락)-7,,서울특별시 중구 장충동2가 산 14-77,,서울특별시 중구 장충단로 91,127.0017342,37.55382562,상세위치,,,,,,,,,,,,,,,,,,,
중구-훈련원공원-1,훈련원공원,1.11E+18,서울특별시 중구 을지로5가 40-3,,서울특별시 중구 을지로 227,127.0036005,37.56733077,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-경의선 숲길공원-2,경의선 숲길공원,1.12E+18,서울특별시 용산구 용문동 32-48,,서울특별시 용산구 새창로 93,126.9593953,37.53925116,공원명,,,,,,,,,,,,,,,,,,,
서대문구-봉원소공원-1,봉원소공원,1.14E+18,서울특별시 서대문구 봉원동 51-9,,서울특별시 서대문구 봉원사길 65,126.9455,37.56958333,공원명,,,,,,,,,,,,,,,,,,,
용산구-삼각지어린이공원-1,삼각지어린이공원,1.12E+18,서울특별시 용산구 용산동3가 6-40,,서울특별시 용산구 이태원로2길 10,126.9752778,37.53444444,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(장충자락)-1,남산공원(장충자락),1.11E+18,서울특별시 중구 장충동2가 197,,서울특별시 중구 동호로 257-10,127.0041389,37.55813889,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-남산공원(한남자락)-3,남산공원(한남자락),1.12E+18,서울특별시 용산구 이태원동 258-87,,서울특별시 용산구 소월로 302,126.9952778,37.54222222,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-경의선숲길-3,경의선숲길,1.14E+18,서울특별시 마포구 창전동 1-31,,서울특별시 마포구 와우산로32길 38-2,126.9321785,37.55449366,공원명,,,,,,,,,,,,,,,,,,,
동부녹지-응봉근린공원-3,응봉근린공원,1.12E+18,서울특별시 성동구 금호동2가 1,,서울특별시 성동구 금호로 173,127.0173862,37.55515662,공원명,,,,,,,,,,,,,,,,,,,
중구-황학어린이공원-1,황학어린이공원,1.11E+18,서울특별시 중구 황학동 755,,서울특별시 중구 다산로48길 33,127.0182155,37.56746568,공원명,,,,,,,,,,,,,,,,,,,
동부녹지-응봉근린공원-6,응봉근린공원,1.12E+18,서울특별시 성동구 금호동2가 산 9-1,,서울특별시 성동구 금호산9가길 57-9,127.0166667,37.55194444,공원명,,,,,,,,,,,,,,,,,,,
동부녹지-응봉근린공원-1,응봉근린공원,1.12E+18,서울특별시 성동구 금호동3가 1331,,서울특별시 성동구 동호로 100,127.0166667,37.55166667,공원명,,,,,,,,,,,,,,,,,,,
동부녹지-응봉근린공원-5,응봉근린공원,1.12E+18,서울특별시 성동구 금호동2가 산 9-3,,서울특별시 성동구 매봉18길 79,127.0169444,37.55222222,공원명,,,,,,,,,,,,,,,,,,,
서대문구-중앙소공원-1,중앙소공원,,서울특별시 서대문구 홍은동 9-497,,서울특별시 서대문구 홍은중앙로8길 2-9,126.9474722,37.59872222,공원명,,,,,,,,,,,,,,,,,,,
용산구-신용산초등학교-1,신용산초등학교,1.12E+18,서울특별시 용산구 이촌동 301-75,,서울특별시 용산구 이촌로 255,126.9761111,37.52,공원명,,,,,,,,,,,,,,,,,,,
중구-다산청렴공원-1,다산어린이공원,,서울특별시 중구 신당동 123-1,1.11E+21,서울특별시 중구 다산로42다길 5,127.0189167,37.56408333,공원명,,,,,,,,,,,,,,,,,,,
서대문구-궁뜰 어린이 공원-1,궁뜰 어린이 공원,1.14E+18,서울특별시 서대문구 연희동 124-44,,서울특별시 서대문구 연희로15길 31,126.9304579,37.56895423,공원명,,,,,,,,,,,,,,,,,,,
종로구-숭인공원-3,숭인공원,1.11E+18,서울특별시 종로구 숭인동 56-117,,서울특별시 종로구 지봉로12길 22,127.01725,37.57727778,공원명,,,,,,,,,,,,,,,,,,,
성동구-옥정소공원,성동구-옥정소공원,,서울특별시 성동구 옥수동 562-1,,서울특별시 성동구 매봉길 21,127.015308,37.54565689,상세주소,,,,,,,,,,,,,,,,,,,
중부녹지-용산가족공원-1,용산가족공원,1.12E+18,서울특별시 용산구 용산동6가 68-90,,서울특별시 용산구 서빙고로 185,126.9847143,37.52066129,공원명,,,,,,,,,,,,,,,,,,,
종로구-숭인공원-1,숭인공원,1.11E+18,서울특별시 종로구 숭인동 179-67,,서울특별시 종로구 종로63가길 43-9,127.018,37.57619444,공원명,,,,,,,,,,,,,,,,,,,
용산구-한남더힐마을마당-1,한남더힐마을마당,1.12E+18,서울특별시 용산구 한남동 810,,서울특별시 용산구 독서당로 111,127.009524,37.53561898,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-15,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 이촌동 360,,,126.9644283,37.52003699,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-17,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 이촌동 380,,,126.9582533,37.52186111,공원명,,,,,,,,,,,,,,,,,,,
종로구-숭인공원-2,숭인공원,1.11E+18,서울특별시 종로구 숭인동 179-16,,서울특별시 종로구 종로63가길 59-3,127.0183056,37.57677778,공원명,,,,,,,,,,,,,,,,,,,
종로구-숭인공원-4,숭인공원,1.11E+18,서울특별시 종로구 숭인동 58,,서울특별시 종로구 동망산길 150,127.0182348,37.57722059,공원명,,,,,,,,,,,,,,,,,,,
서대문구-홍박소공원-1,홍박소공원,,서울특별시 서대문구 홍은동 11-36,,서울특별시 서대문구 홍은중앙로9길 52-3,126.9488056,37.60155556,공원명,,,,,,,,,,,,,,,,,,,
성동구-달맞이근린공원-1,달맞이근린공원,1.12E+18,서울특별시 성동구 금호동4가 산 28-1,,서울특별시 성동구 독서당로44길 25,127.0204506,37.54514609,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-5,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 용산동6가 452-1,,,126.9830822,37.51527758,공원명,,,,,,,,,,,,,,,,,,,
마포구-와우근린공원(서강 어린이)-1,와우근린공원(서강 어린이),,서울특별시 마포구 창전동 42-7,,서울특별시 마포구 와우산로30길 135,126.9271788,37.54984786,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-7,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 용산동6가 450-1,,,126.9860803,37.51578416,공원명,,,,,,,,,,,,,,,,,,,
성북구-성북천공원-3,성북천공원,1.13E+18,서울특별시 성북구 동선동2가 1-2,,서울특별시 성북구 고려대로7길 120,127.0170833,37.59008333,공원명,,,,,,,,,,,,,,,,,,,
성동구-무학봉근린공원-1,무학봉근린공원,1.12E+18,서울특별시 중구 신당동 산 12-75,,서울특별시 중구 난계로6길 8,127.0246828,37.56232716,공원명,,,,,,,,,,,,,,,,,,,
한강-한강시민공원(이촌안내센터)-1,한강시민공원(이촌안내센터),1.12E+18,서울특별시 성동구 옥수동 490-6,,,127.0187712,37.54048828,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-3,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 서빙고동 291-2,,,126.9879866,37.51583074,공원명,,,,,,,,,,,,,,,,,,,
성동구-견우어린이공원,성동구-견우어린이공원,,서울특별시 성동구 상왕십리동 816-3,,서울특별시 성동구 왕십리로 410,127.0247784,37.56644131,상세위치,,,,,,,,,,,,,,,,,,,
서대문구-백련근린공원-4,백련근린공원(논골지구),1.14E+18,서울특별시 서대문구 홍은동 산 11-41,,서울특별시 서대문구 연희로41길 142,126.9351104,37.59502313,공원명,,,,,,,,,,,,,,,,,,,
