Route_ID,TARGET_FID
송정체육공원_5km_중급,2847
송정체육공원_5km_중급,8454
송정체육공원_5km_중급,2004
송정체육공원_5km_중급,7799
송정체육공원_5km_중급,4016
송정체육공원_5km_중급,928
송정체육공원_5km_중급,4930
송정체육공원_5km_중급,6755
송정체육공원_5km_중급,3150
서울숲역_3km_초급,2175
서울숲역_3km_초급,3170
서울숲역_3km_초급,2167
서울숲역_3km_초급,8752
서울숲역_3km_초급,8037
서울숲역_3km_초급,6318
서울숲역_3km_초급,5422
서울숲역_3km_초급,3135
서울숲역_3km_초급,5745
서울숲역_3km_초급,347
서울숲역_3km_초급,8870
서울숲역_3km_초급,5172
서울숲역_3km_초급,816
서울숲역_3km_초급,4745
서울숲역_3km_초급,9111
서울숲역_3km_초급,1091
서울숲역_3km_초급,5018
서울숲역_3km_초급,5732
서울숲역_3km_초급,6561
서울숲역_3km_초급,1933
서울숲역_3km_초급,5808
서울숲역_3km_초급,5264
